,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,74ab29ec4716457d9751f0e838658a9b,500,2,2969,1911,0.0,binning,1058,3.910261984000499
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,c9f0b5775f714aebaa4f801b05eb3340,500,2,2969,1911,0.002,binning,1420,5.034338520000347
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,9a11c425864c4dd9bbe22150ab970316,500,2,2969,1911,0.005,binning,1612,5.475094424999952
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,09ac425e26254ecab307ddb490a36b62,500,2,2969,1911,0.01,binning,1808,6.016767331000665
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,8575b8e7d0c14e31b13fac91221ffc1d,500,2,2969,1911,0.02,binning,2114,6.902437179000117
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,3313ef9a4476426498cd3713aae3fc0b,500,2,2969,1911,0.03,binning,2414,7.746828733999791
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,9d7db788188b48699d9aad04742a0a69,500,2,2969,1911,0.04,binning,2632,8.571919977000107
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,a00751d8353e4c6d948d93e39442413e,500,2,2969,1911,0.05,binning,2720,8.864301709000756
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,a856cbbaafe44a7593ff1bc041e174fa,500,2,2969,1911,0.1,binning,2900,9.741870143999222
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,a43a076a4ee14d3a85476759eafb4fca,500,2,2969,1911,0.2,binning,2960,9.978809365000416
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,b877cf99b37e4624a0ad32d32cde626e,500,2,2969,1911,0.5,binning,2968,10.106802991999757
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,d7027c223ef445b69692c0dd39db48c9,500,2,2969,1911,1.0,binning,2968,10.073579894999966
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,d7163abeca404177a730a701260a4e88,500,2,2969,1911,0.0,gradient,1058,1.2009225120000337
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,7962d365aa1a402eb64f95a9a290cbd4,500,2,2969,1911,0.002,gradient,1160,1.9750347119997969
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,3f9fe730e3444c10961c48a394a7b012,500,2,2969,1911,0.005,gradient,1352,2.7936510440003985
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,27a37efb25bb44d0934112be1ad72c57,500,2,2969,1911,0.01,gradient,1652,4.03276205200018
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,d123febaf0dd44a4a0154c2351293045,500,2,2969,1911,0.02,gradient,2048,5.7433161809995
17,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,cada6860aa904e178a9b65f511d9c870,500,2,2969,1911,0.03,gradient,2372,7.1821672619998935
18,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,09da21d8668a41c887c17f6399196c0e,500,2,2969,1911,0.04,gradient,2584,8.203250875999402
19,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,f2b06c10c0554f979a556cf3aa60ff07,500,2,2969,1911,0.05,gradient,2690,8.752803682000376
20,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,16a9b293d5e047a09e73f76e6a5f3e4c,500,2,2969,1911,0.1,gradient,2892,10.193843650999952
21,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,22bdc690238a496d9805d9dfb04585e1,500,2,2969,1911,0.2,gradient,2956,10.51233313100056
22,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,290f1d29a818482fa2390b4402adee27,500,2,2969,1911,0.5,gradient,2968,10.535871163000593
23,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,19ed160e137e429088d33c29ad42df9b,500,2,2969,1911,1.0,gradient,2968,10.607019884000692
24,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,95e22b4fc96a458aaf7325e04c33e621,500,2,2969,1911,0.0,induced,1058,3.903807658000005
25,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,b61526baa8d341a2a8a5d5903c337d5b,500,2,2969,1911,0.002,induced,1520,5.247657324000102
26,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,dd6fe309f2a84e758e5cfd16f1f1f79c,500,2,2969,1911,0.005,induced,1660,5.740540449999571
27,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,23876fa7c1444b349cd84bb8d8040893,500,2,2969,1911,0.01,induced,1844,6.538754522999625
28,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,6a5714f0b9c8432ebf91c5cc5313bcfa,500,2,2969,1911,0.02,induced,2138,8.418578926999544
29,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,d18056a6dfb1425db8127873fad12915,500,2,2969,1911,0.03,induced,2442,10.08076121799968
30,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,a361c13d775e4708831ed3e1a52e0935,500,2,2969,1911,0.04,induced,2652,10.38160108699958
31,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,9d271ba7404443e3a35a4bbc442842c8,500,2,2969,1911,0.05,induced,2732,10.847990730000674
32,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,e33f72cef62749dda819446296ad7069,500,2,2969,1911,0.1,induced,2908,11.315809741999146
33,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,45c32e827fe5482db15c03b8325b0a65,500,2,2969,1911,0.2,induced,2960,11.89626647499972
34,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,cc82c109f8414415b64f3b897fd108c7,500,2,2969,1911,0.5,induced,2968,11.877856373000213
35,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,ce3f03da5983407a813ac768e9e48e69,500,2,2969,1911,1.0,induced,2968,11.940504883000358
36,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,4f2edf073cf14c80a246e0712d373060,500,2,2969,1911,0.0,perseus,1782,0.04306854800051951
37,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,2266d356e8314de080050fb105f5076b,500,2,2969,1911,0.002,perseus,1504,0.04801949800003058
38,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,dfe50f4bdb41448388cb87a9638b93e8,500,2,2969,1911,0.005,perseus,1586,0.04499716099962825
39,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,03d8e09ad772418d8a8fd0edb9bafd90,500,2,2969,1911,0.01,perseus,1704,0.046645974999592
40,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,c6a39a385dc54d388d9255cd6f9bee22,500,2,2969,1911,0.02,perseus,1956,0.04665491000014299
41,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,3f0f625d11084df7a7623d50503ac66d,500,2,2969,1911,0.03,perseus,2256,0.046036600000661565
42,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,bcc3e6b1cc8a4af69bd72af8b9a400ce,500,2,2969,1911,0.04,perseus,2492,0.044469983000453794
43,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,8555b842e4724310b2e79e8e6fe0c33a,500,2,2969,1911,0.05,perseus,2674,0.04429386199990404
44,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,2460ddd1a06842108046e8cb295c1262,500,2,2969,1911,0.1,perseus,2872,0.04354591599985724
45,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,4f325f50c30d4b3e8c283a0bd604c413,500,2,2969,1911,0.2,perseus,2948,0.045021308999821485
46,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,f5d4a62c05ac4d5fad817ec06acac3f6,500,2,2969,1911,0.5,perseus,2966,0.04480016299930867
47,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_2.csv,857a95531f71436bae7afb4c2a788caf,500,2,2969,1911,1.0,perseus,2966,0.04544742399957613
