,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,bb100c0c58394f5c937108d9b63dfb7a,500,2,2973,1955,0.0,binning,1018,4.115213216000484
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,7c4a5990d8154b6cba245dbd01b95d8b,500,2,2973,1955,0.002,binning,1372,5.143137473000024
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,9fe8ceaed6d24036a75ae7a257f08539,500,2,2973,1955,0.005,binning,1548,5.648511090999818
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,bdc070545ee84f348168c92680afc58e,500,2,2973,1955,0.01,binning,1716,6.184966211999381
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,d19ba9864dd2457681610ded2807f0fb,500,2,2973,1955,0.02,binning,2024,7.168900883999413
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,2d1424ce14b84193a763b768cfbe9eef,500,2,2973,1955,0.03,binning,2352,8.108995124999637
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,d67076b5aa8a4b779ebe959fc5621647,500,2,2973,1955,0.04,binning,2544,8.84629248300007
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,be2990d4ba294a98808866bd63c2115b,500,2,2973,1955,0.05,binning,2658,9.34389446500063
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,bb8953b0f7f44ce69a76c0c9b1a92a70,500,2,2973,1955,0.1,binning,2922,10.465565417000107
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,7ffc509671df4bbbb403f2ddbce96225,500,2,2973,1955,0.2,binning,2972,10.752564424999946
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,28df2129080d49259dcfe4038c12e43f,500,2,2973,1955,0.5,binning,2972,10.705847714999436
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,5519eed21cf0440995ac4af485ff1582,500,2,2973,1955,1.0,binning,2972,10.751092567999876
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,7377958a89604b7481fbfd0e5c647891,500,2,2973,1955,0.0,gradient,1018,1.2605704090001382
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,15b45ba7cc7c42008bf9b7ac7b699f7f,500,2,2973,1955,0.002,gradient,1080,1.8933544540004732
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,c91c27000a504ace98916895dbd80d54,500,2,2973,1955,0.005,gradient,1272,2.7484382699994967
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,c3e3d414cdf54bfdb35623066f6ac991,500,2,2973,1955,0.01,gradient,1544,3.847547010999733
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,3cecbeab51194c4f93465ec87deb5677,500,2,2973,1955,0.02,gradient,1976,5.800813994000237
17,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,7345bb9496a54bb1aeee60f50e7fe883,500,2,2973,1955,0.03,gradient,2326,7.494695640999453
18,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,58900213ec89492e972449ad1062ada5,500,2,2973,1955,0.04,gradient,2522,8.517586516999472
19,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,1a3fdae9cb7f498597d27448a7cfb9f1,500,2,2973,1955,0.05,gradient,2654,9.294557070999872
20,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,c11d62c5b976459ba7b3361cb2193162,500,2,2973,1955,0.1,gradient,2892,10.88821342600022
21,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,f02991c3b42e4ac1b041ce21c2bfcb11,500,2,2973,1955,0.2,gradient,2964,11.244735800999479
22,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,01e5db8773174db4bac1cdea5d95caae,500,2,2973,1955,0.5,gradient,2972,11.295525239000199
23,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,f18ef61c90694325acf31d9260f06489,500,2,2973,1955,1.0,gradient,2972,11.279998124000485
24,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,19350092beab4833bc962240f5cd9c09,500,2,2973,1955,0.0,induced,1018,4.226232335999157
25,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,7fee914956aa44b2b1d68cbf5aca14e7,500,2,2973,1955,0.002,induced,1462,5.466885574999651
26,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,72fd48cbd17343a696ec55bb2822c4a7,500,2,2973,1955,0.005,induced,1596,6.067258643000059
27,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,aac48a979b5b4650943abdc8bf434c29,500,2,2973,1955,0.01,induced,1758,7.124224571999548
28,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,4deaabba084841228b3309e4ec81019e,500,2,2973,1955,0.02,induced,2050,9.648987313999896
29,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,27d29921d5de4d2da69b20fda2c71d12,500,2,2973,1955,0.03,induced,2370,11.351894323999659
30,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,711b1a434d7e4a3baff069c66a89a7c0,500,2,2973,1955,0.04,induced,2554,12.168188734999603
31,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,51d5f42f1b2c4b4880395555a45bb722,500,2,2973,1955,0.05,induced,2664,10.91570114499973
32,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,ce24485a1b6849ed8dbc745b14d2c4d4,500,2,2973,1955,0.1,induced,2924,12.194768260000274
33,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,fcb1ff0d29bd4e189b1e9b1b020f4a9c,500,2,2973,1955,0.2,induced,2972,12.660273279000648
34,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,80cd6c89b34549f8a4f39dbad90a815f,500,2,2973,1955,0.5,induced,2972,12.570608457999697
35,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,0c9ec5ce9a41478db8cd59cc7afaac62,500,2,2973,1955,1.0,induced,2972,12.594806578999851
36,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,efc4ea89d08c48aa9c3fb0d418d3586b,500,2,2973,1955,0.0,perseus,1770,0.04318840499945509
37,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,32aa697651c540a69209f7c462b8c6d0,500,2,2973,1955,0.002,perseus,1512,0.047107182999752695
38,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,a1d8ee42fca846b0885286af2b87b5ff,500,2,2973,1955,0.005,perseus,1566,0.047953152999980375
39,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_15.csv,77439bbe59e147d99d870f2b39da9b97,500,2,2973,1955,0.01,perseus,1696,0.04678896000041277
