,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_0.csv,67e40389bf3a445a96da4f5adda6e1a3,500,2,2975,1893,0.0,binning,1082,4.4446166990001075
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_0.csv,f12cdc943cfb4bf495d30a275c062b81,500,2,2975,1893,0.002,binning,1478,5.858506687000045
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_0.csv,3f75a8155035453cac9756d30563f5d6,500,2,2975,1893,0.005,binning,1674,5.87673497500009
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_0.csv,bfd61acb296446499c6dba2ee91f19eb,500,2,2975,1893,0.01,binning,1854,6.831293156000356
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_0.csv,9b7852a75b79475e9e2324c784482f52,500,2,2975,1893,0.02,binning,2166,7.824528405999899
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_0.csv,ab172b1734294673aab60562dede5901,500,2,2975,1893,0.03,binning,2424,8.402326085999903
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_0.csv,88048f155b994af5827659d255a77052,500,2,2975,1893,0.04,binning,2634,8.792406273000324
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_0.csv,e603314a4bf24f3fb74e35130d6a7dfc,500,2,2975,1893,0.05,binning,2724,9.131996163999702
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_0.csv,4d861de10ced47a794a0c4749ec77e4a,500,2,2975,1893,0.1,binning,2914,10.615835800999776
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_0.csv,b939cf66b832422285ab95e1714030ef,500,2,2975,1893,0.2,binning,2968,10.68676024999968
