,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,b9d73d2fa6514c7f95127cbddb54cc9b,200,2,1175,809,0.0,binning,366,1.6294515209999645
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,c26a68e7b9a64c2196e238cc94a1e58a,200,2,1175,809,0.002,binning,508,1.8819292910000058
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,3bcac1fa117b48c28510bdc199fc9539,200,2,1175,809,0.005,binning,570,1.9469336629999816
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,4fba87e327f44a61abaa164f5c168bb8,200,2,1175,809,0.01,binning,630,2.010104384999977
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,7dced883145947ad82bf12e9b653366b,200,2,1175,809,0.02,binning,706,2.1023501469999246
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,d8f5fb95570543f1befc550661d52a4c,200,2,1175,809,0.03,binning,824,2.2694933949999267
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,e615cb7dd9d644d8a1149712d77818d3,200,2,1175,809,0.04,binning,896,2.4117220509999697
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,cc0a124463744ea6bc417c3198a492d4,200,2,1175,809,0.05,binning,972,2.516302149000012
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,5857bbef55a8451aaf6919c29345228d,200,2,1175,809,0.1,binning,1112,2.942246563000026
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,f3a3d7a524984906a8a274512dcc60ec,200,2,1175,809,0.2,binning,1168,3.6256783019998693
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,51558c4b2d8941058a614bb6b7920412,200,2,1175,809,0.5,binning,1174,3.1766561649999403
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,14c204bb64b4470c9dfa059468a8aa9e,200,2,1175,809,1.0,binning,1174,3.1128367690000687
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,f97bf664acb44054929be5370dbb29c6,200,2,1175,809,0.0,gradient,366,0.5050311400000282
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,c7e090881e1e431894c45c5144cf4214,200,2,1175,809,0.002,gradient,396,0.8016058440000506
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,502d700471694e8ebae1068877e3a7ff,200,2,1175,809,0.005,gradient,462,1.0890485989998524
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,75b9b91d20284341b7825ae708ce4577,200,2,1175,809,0.01,gradient,550,1.2167998109998734
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,6fc8e586dfe041b782add4c7999d0cc0,200,2,1175,809,0.02,gradient,694,1.4945308359999672
17,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,4cc90290b05e4af7b7db832baff8a3a4,200,2,1175,809,0.03,gradient,816,1.8349267779999536
18,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,7afaf053be5c40fd9aa645e48a8faebd,200,2,1175,809,0.04,gradient,894,2.1506525920001422
19,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,652fef97058d4467a16071e2b53eb88a,200,2,1175,809,0.05,gradient,956,2.608513792999929
20,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,e4ca093491564a8c9bf3be396ffc4b63,200,2,1175,809,0.1,gradient,1108,2.944504062000078
21,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,f68f2af53c6e464e8f30f769c2b5affd,200,2,1175,809,0.2,gradient,1158,3.3427363519999744
22,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,d19692c3a87f4a86b2abf147b43b9be0,200,2,1175,809,0.5,gradient,1174,3.209185816999934
23,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,0d45df0e12734cb6974da1dd21ac453d,200,2,1175,809,1.0,gradient,1174,3.4159464699998807
24,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,cb474331976c4b20b9cb36c0b66f5328,200,2,1175,809,0.0,induced,366,1.8317988539999988
25,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,91b1d84d5ebd4d0d9cf73a3dfb62a9e6,200,2,1175,809,0.002,induced,550,2.0917019399998935
26,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,dc5b501bb69f4e269de4f3a1793d6359,200,2,1175,809,0.005,induced,616,1.9930708319998303
27,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,7197079a4cdb4f29864e8f938699f539,200,2,1175,809,0.01,induced,670,2.111901701999841
28,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_17.csv,33e2008eb1fe4050a93ae9cc8702e3fa,200,2,1175,809,0.02,induced,760,2.229394356000057
