,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,92bc6c8b4516444783c23bf676cc6c39,100,2,579,369,0.0,binning,210,0.7137390789999927
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,fd956471905b43b5bc4b8f4a502da31e,100,2,579,369,0.002,binning,274,0.8874940420000144
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,b09312c85c204ebd93865d49f38e42b4,100,2,579,369,0.005,binning,286,0.7673875239999575
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,e525398899f647d3a55deb57579c6be7,100,2,579,369,0.01,binning,316,0.7886026290000245
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,aacf777ad8b842e5954a17843e642796,100,2,579,369,0.02,binning,340,0.7861182529999837
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,99e86bea95e148fb819e7972a6e05d2b,100,2,579,369,0.03,binning,364,0.7969748049999907
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,14c1342688504ac2a52d84a1643eaec0,100,2,579,369,0.04,binning,408,0.8419159239999772
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,dbfb02e7beb449f390f9d35115e80c3e,100,2,579,369,0.05,binning,424,0.8706813109999985
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,e2ceafe29c8b447d858d6d72cf015c96,100,2,579,369,0.1,binning,516,1.0293204019999393
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,aeb5964413b949c3a517e3847ca41f80,100,2,579,369,0.2,binning,564,1.0664678249999042
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,0ac1ecb8e7274087b876482a9ee3bcf7,100,2,579,369,0.5,binning,578,1.1339209039999787
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,bff81963e57c48bd8a6d4a83037b191b,100,2,579,369,1.0,binning,578,1.2622307269999737
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,9de4d4bfe3044d65bd19b6b3643d69ee,100,2,579,369,0.0,gradient,210,0.27225875400006316
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_5.csv,8fd8085fc82b410087d8aa7f1dfce3c0,100,2,579,369,0.002,gradient,214,0.2988486890000104
