,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,e81f4055cc014eeb810e9851d87bcde9,2000,2,11971,7905,0.0,binning,4066,20.247080487999483
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,7c97fe79f9d041799f6575415d797c90,2000,2,11971,7905,0.01,binning,8316,69.30368181899757
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,2f51e7b29c744f55b033b65769be0243,2000,2,11971,7905,0.05,binning,11590,110.89036306200069
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,9959b8ba690d48f1a6e10f8ae78f648f,2000,2,11971,7905,0.0,gradient,4066,5.318584640997869
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,769aad8791d144b4be9a647ccca90f62,2000,2,11971,7905,0.01,gradient,8100,62.124747656002
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,b41eba6e1a6f4cd789abd275e9bb2dc0,2000,2,11971,7905,0.05,gradient,11632,117.22977218099913
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,9a210b1599cf41128a6a761fd9bfd9a4,2000,2,11971,7905,0.0,induced,4066,20.368788003997906
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,9dbd8aa01c4948098e4f7680ea39f7e1,2000,2,11971,7905,0.01,induced,8372,164.12679070800004
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,9253a7f20bc0475c981da63ec2e7fc36,2000,2,11971,7905,0.05,induced,11600,148.87404627100113
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,8a55d1d4103046b281af08ab06121b9a,2000,2,11971,7905,0.0,perseus,7134,0.20363517199803027
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,f3d33ebe54e2410ebc345b0df0e44d2a,2000,2,11971,7905,0.01,perseus,8066,0.15736849699896993
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_2000pts_18.csv,eec536a90cd54e668e9dd5610e952725,2000,2,11971,7905,0.05,perseus,11536,0.17335326299871667
