,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,66af9b95d88d47b9be6246ca85b49ebf,200,2,1179,731,0.0,binning,448,1.557715435999853
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,bd8de7c555884ef29fd68cba29b98f98,200,2,1179,731,0.002,binning,552,1.7235234620000028
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,a90326bcb323459faf12239391edbc9f,200,2,1179,731,0.005,binning,604,1.8009943530000783
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,bc54780dfc4a46c28b1d4b564146383b,200,2,1179,731,0.01,binning,652,1.810128450000093
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,591e2667d6de4008a4c871f8f945bfe3,200,2,1179,731,0.02,binning,754,1.9291834269999981
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,57819d5810b74a7a82df242b09d363f4,200,2,1179,731,0.03,binning,832,1.9814227200001824
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,95ad6fa603a2469baf21ef561413ee5d,200,2,1179,731,0.04,binning,928,2.109336552000059
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,1e7dc186bfed499e9621aae34ee93e8c,200,2,1179,731,0.05,binning,990,2.1719075930000145
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,fbcfdea0953e40c4adba74a18446f66d,200,2,1179,731,0.1,binning,1096,2.6687775780001175
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,cd806d52138349fc8b74fb0cfe545998,200,2,1179,731,0.2,binning,1166,2.546526612999969
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,70996b2eae3e438aa9b75beeac2ddd48,200,2,1179,731,0.5,binning,1178,2.5429114709997975
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,499303a8369f4177bcde986690d49a32,200,2,1179,731,1.0,binning,1178,2.60308714100006
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_14.csv,7d771bab33d444628b6b6e3d0bde2eeb,200,2,1179,731,0.0,gradient,448,0.520410462999962
