,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,3b523f5ec923431d9c07975524305e9d,200,2,1175,777,0.0,binning,398,1.8314156319997892
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,934d2e361e4e403cbadd1ce7b7f9ab80,200,2,1175,777,0.002,binning,520,1.7475289129999965
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,b782b59089a8498592b3e25098b5c8aa,200,2,1175,777,0.005,binning,580,1.8844134159999157
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,04944bd9fec94371970315ebd89ef2d0,200,2,1175,777,0.01,binning,638,1.8765549080001165
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,572485aaacd6487c84470d9a42f824e6,200,2,1175,777,0.02,binning,720,1.967891451000014
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,4457b484d2ce42f68bd207759efd4215,200,2,1175,777,0.03,binning,806,2.103484771000012
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,e58dbee23f34426c9eda1eca2f170fee,200,2,1175,777,0.04,binning,870,2.3324968499998704
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,2dfc02aa06514bd9b31ca734cc210d22,200,2,1175,777,0.05,binning,964,2.4346984709998196
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,84002d24ea1346b7aeaf0095d0ef142f,200,2,1175,777,0.1,binning,1108,2.7858003779999763
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,657fb78592bb4ab5b721ae8e6b073b79,200,2,1175,777,0.2,binning,1160,2.9405433120000453
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,4dc0227e91d14c82a41831c766151f78,200,2,1175,777,0.5,binning,1174,2.9239881559999503
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,2263ee09118f4756abe88b8b9f910503,200,2,1175,777,1.0,binning,1174,3.0700750060000246
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,8c77ffeba7eb4f4c92d28823f788b561,200,2,1175,777,0.0,gradient,398,0.5812418000000434
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,d320ba41d2b345fd89b2614ae971806b,200,2,1175,777,0.002,gradient,418,0.6678926350000438
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,c04cabee750e4d7ebb5237ab030b1b01,200,2,1175,777,0.005,gradient,468,0.8679377860000841
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,5433c4a7e13c42b69fc7fef9db757441,200,2,1175,777,0.01,gradient,546,1.1021252099999401
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,045c80becdf14484954a7a75e694f517,200,2,1175,777,0.02,gradient,678,1.4377105940000092
17,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,b9b2d577e5f740bd9baa68278841462f,200,2,1175,777,0.03,gradient,770,1.7409561579997899
18,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,87b0b12a13844f17b327be3f8592c3fa,200,2,1175,777,0.04,gradient,864,1.8551895099999456
19,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,4ba3e68b387542b3b9381161d2c72764,200,2,1175,777,0.05,gradient,930,2.0601497370000743
20,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,122837b99daa44f6a4177894b3f76cae,200,2,1175,777,0.1,gradient,1100,2.7551045100001375
21,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,262365ffb04b4f338dc702d38725e4ec,200,2,1175,777,0.2,gradient,1158,3.032933361000005
22,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,baa4d4733b1d409e90d71225840be69f,200,2,1175,777,0.5,gradient,1174,3.3314332149998336
23,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,e458f7d3a8e649c08956760972aac7a5,200,2,1175,777,1.0,gradient,1174,3.058977304000109
24,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,65eb7b2bb0a042ac9d189e62dccadb79,200,2,1175,777,0.0,induced,398,1.575907333000032
25,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,994f44dac5b04b989c48837e8e135611,200,2,1175,777,0.002,induced,578,1.8216950300000008
26,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,de30a729ce784ea2ba32ec7ecafb893f,200,2,1175,777,0.005,induced,630,1.8446999139998752
27,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,8e455bc2e30442f185f066309448bdc7,200,2,1175,777,0.01,induced,680,2.0842965780000213
28,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,d2a17613113d4f9a85339790a03ac2ae,200,2,1175,777,0.02,induced,750,2.05286758200009
29,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,7513156bed164db79e35440e996ab887,200,2,1175,777,0.03,induced,830,2.411771936999912
30,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,58349baa9a464583a6493ba20f04b88f,200,2,1175,777,0.04,induced,914,2.474565515999984
31,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,a58b69c6e9144393a412abfc8e551656,200,2,1175,777,0.05,induced,974,2.729281786999991
32,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,f3c647d6eed84450807e1dc9e8fb0fab,200,2,1175,777,0.1,induced,1114,3.0750582790001317
33,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,4988cbdc4d584d5392fe066cc7ccc88a,200,2,1175,777,0.2,induced,1164,3.2095925589999297
34,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,dd070cff64e046b9a88d6d596dde1055,200,2,1175,777,0.5,induced,1174,3.322807254000054
35,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,0b8aa11e27ce4df6829b181ea5a3c6f8,200,2,1175,777,1.0,induced,1174,3.511766835999879
36,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,87a1258d40f44100ad9b1c5abc7c59e2,200,2,1175,777,0.0,perseus,700,0.01817461199993886
37,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,49acfc9643134643a287041e65a530c4,200,2,1175,777,0.002,perseus,604,0.02522401400005947
38,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,1ed99586fead45cbb7dac406a8675f5a,200,2,1175,777,0.005,perseus,594,0.026696951000076297
39,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,e77b86c60938462ca379ed938580ecb2,200,2,1175,777,0.01,perseus,610,0.022401455999897735
40,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,d4ed7db2df9d4ced9e21c6636c9dac7b,200,2,1175,777,0.02,perseus,666,0.022696168000038597
41,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,b574f450af354b10a8ddf1e109232f3a,200,2,1175,777,0.03,perseus,760,0.024413482999989355
42,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,f95346a0771941edb900dea052a32f7f,200,2,1175,777,0.04,perseus,820,0.021689296999966245
43,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,20e7621cd6e0467bb1c8d556a697d4cb,200,2,1175,777,0.05,perseus,900,0.021647583999993003
44,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,96f78f5d0f9d44a8ac74da3ee3a1f54b,200,2,1175,777,0.1,perseus,1082,0.02913333799983775
45,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,ccb72e3724d549c8b86397ba6223b23f,200,2,1175,777,0.2,perseus,1156,0.021684694999976273
46,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,1d4116a99cb64a1696516b8212c97ce4,200,2,1175,777,0.5,perseus,1172,0.01931694800009609
47,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_13.csv,93bb168eda914fa2a0d7b9abff14c005,200,2,1175,777,1.0,perseus,1172,0.02195195500007685
