,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,6557e0f0d6864d2e9203b797f91e82cb,200,3,5181,1707,0.0,binning,3474,5.236073542999293
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,e109cf83ab8f492b8ae66de88de61277,200,3,5181,1707,0.002,binning,3960,6.372144103999744
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,8afd1bfea65d4b02a8c56416dd9563c9,200,3,5181,1707,0.005,binning,4140,6.79420342999947
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,08ef42ab2aa04ad18025482f675b3e0a,200,3,5181,1707,0.01,binning,4296,7.083733948000372
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,7978afb3b15f413a988a08225322b574,200,3,5181,1707,0.02,binning,4456,7.486794575001113
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,64c5340a85764db8b415692391182550,200,3,5181,1707,0.03,binning,4524,7.655720724000275
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,874923e1d159405d9482f1851a47aabe,200,3,5181,1707,0.04,binning,4566,7.79634113299835
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,6f23030052494734b1423e6dc2caa591,200,3,5181,1707,0.05,binning,4628,7.863212336000288
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,7d18ffa636f9454296e0481533a61b73,200,3,5181,1707,0.1,binning,4852,8.651845745000173
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,64b0e067820c49eeb2de3fa9e4cbd527,200,3,5181,1707,0.2,binning,5090,11.352905112998997
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,cf7d5774ffa84662a3b26cfacdf3200a,200,3,5181,1707,0.5,binning,5180,14.952915117000884
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,ecb34d200ce942b2bfaccf8d708b68e7,200,3,5181,1707,1.0,binning,5180,14.99738443500064
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,74f8d11dc85d40d2aa06fc9d2b822c6a,200,3,5181,1707,0.0,gradient,3474,1.0665016189996095
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,d5bbdfc9f31640b6b2958d4f7ae7596d,200,3,5181,1707,0.002,gradient,3590,1.95439461100068
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,790abf74b7404a55a79400f36ad87b32,200,3,5181,1707,0.005,gradient,3730,2.679942595999819
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,3e5d283c43054cf2844cef26a3cc3dbd,200,3,5181,1707,0.01,gradient,3918,3.4985607790003996
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,61994fe5f97c44819a0657984bfcb8ff,200,3,5181,1707,0.02,gradient,4164,4.551986341999509
17,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,653dbba5b118410390f46809e7b2e7bd,200,3,5181,1707,0.03,gradient,4374,5.407460718999573
18,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,7df9ac6a0c6f49b9a4d7d32f401efeb6,200,3,5181,1707,0.04,gradient,4500,5.962267771999905
19,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,16f391de586445c496f1b5868691bf31,200,3,5181,1707,0.05,gradient,4576,6.3537830429995665
20,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,3bf8b6fae67d46009fb22f5fff46d6de,200,3,5181,1707,0.1,gradient,4848,7.721785195999473
21,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,b633e16856a44fe5a6bfaf16c4127f67,200,3,5181,1707,0.2,gradient,5098,9.510434640000312
22,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,13bfbc3b55eb4830a2ee490582ccb0b3,200,3,5181,1707,0.5,gradient,5172,10.190330497000105
23,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,e5f5fdd662264c4a8dcb526a914c1850,200,3,5181,1707,1.0,gradient,5180,10.197086267999111
24,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,35013e0b462a4c44861d6c759059f603,200,3,5181,1707,0.0,induced,3474,5.297006028000396
25,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,61a34a3c4d3e4edd96e53f564e61b5b3,200,3,5181,1707,0.002,induced,4100,6.696362541000781
26,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,8800b95aa48540f78923660d78308d34,200,3,5181,1707,0.005,induced,4244,6.9078241150000395
27,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,029b00ee89db41aca4e569cafd2fdd81,200,3,5181,1707,0.01,induced,4358,7.3307534430023225
28,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,1fb93fc87955486099b76cd857a09331,200,3,5181,1707,0.02,induced,4456,8.775144556999294
29,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,86cbbf10b8e64847be6624be26cb2656,200,3,5181,1707,0.03,induced,4510,10.460233219000656
30,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,84e5f2878c644bbe95a75c291ea69186,200,3,5181,1707,0.04,induced,4600,11.460145955999906
31,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,c671f299a3864602b726ff2bd7687ee7,200,3,5181,1707,0.05,induced,4608,13.205400168000779
32,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,0dfa7525a8cb421fbf9be5f11017b883,200,3,5181,1707,0.1,induced,4828,16.82406450599956
33,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,c51b91569bac43f08878090daf383b95,200,3,5181,1707,0.2,induced,4956,13.486502493000444
34,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,e6d0837550b545998a109fcd6d2c7a7c,200,3,5181,1707,0.5,induced,5172,16.19100175800122
35,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,a5dd836be22643538c15c6a34fa3bc20,200,3,5181,1707,1.0,induced,5180,16.218905605001055
36,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,5b0e116e8cfe4f0686e3d6e457859b58,200,3,5181,1707,0.0,perseus,4554,0.08299418900060118
37,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,eb162d01d8a145208a532fc94713c18d,200,3,5181,1707,0.002,perseus,4028,0.1134287700006098
38,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,58d2fea87f244651bb1f80fc54580888,200,3,5181,1707,0.005,perseus,4082,0.09638440900016576
39,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,52e211d4511e47759d590758a5c5df23,200,3,5181,1707,0.01,perseus,4182,0.1507857939977839
40,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,7dc20b1f9c5f4f18bcc421d9b867a6ec,200,3,5181,1707,0.02,perseus,4262,0.08700800899896421
41,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,e5c67db402554b50a80bfb31b15347b1,200,3,5181,1707,0.03,perseus,4392,0.0864158350013895
42,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,88ddf02d7c5c42ef9304c4cf59c49103,200,3,5181,1707,0.04,perseus,4458,0.08518460399864125
43,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,3d4b3aed34184f7c9d6158972eed0010,200,3,5181,1707,0.05,perseus,4502,0.08504828299919609
44,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,33a9323f48214c2da9cca6ee53ee8b68,200,3,5181,1707,0.1,perseus,4704,0.08341670400113799
45,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,1bc1564dbaef4dfe9d04595954745b3c,200,3,5181,1707,0.2,perseus,5014,0.08408547499857377
46,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,696d6720893a4d459c64abf71bb0466d,200,3,5181,1707,0.5,perseus,5146,0.08000573400204303
47,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_9.csv,33a26e80aebc441a8112c71dd410d60d,200,3,5181,1707,1.0,perseus,5170,0.08858587100257864
