,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,d963c33fd4954812abe9fc1ee6b1bbc3,100,2,577,389,0.0,binning,188,0.8271957110000017
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,a11f872fd5bd41d49bcba745f7f80abc,100,2,577,389,0.002,binning,238,0.7646318269999881
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,232ab5b8f48246cf9a4ffddd525653b3,100,2,577,389,0.005,binning,270,0.9481766689999915
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,1e3a070ee401450c8d365836ab902f7e,100,2,577,389,0.01,binning,304,0.8293131759999994
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,3b0400a08eef411b97fee84a09d2ebff,100,2,577,389,0.02,binning,338,1.0483617010000046
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,6d551845d1ec4603b637734407c64541,100,2,577,389,0.03,binning,374,0.8207002789999933
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,ada4d92b19984e949cd6a215eabd5c8c,100,2,577,389,0.04,binning,398,0.8245360450000021
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,ce99bfc31a524a5f9c84ed18facf5f92,100,2,577,389,0.05,binning,426,1.1010843460000217
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,f12c54bd42524d61ad2784d400d6b944,100,2,577,389,0.1,binning,526,1.017931879999992
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,e2afde71402842c6b4a27ca572798aef,100,2,577,389,0.2,binning,566,1.5113864349999915
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,aa645628bc514ebd98f4d2bd40ed4582,100,2,577,389,0.5,binning,576,1.3709388700000034
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_14.csv,cf99cfc3ad2a426397123000c0ac17af,100,2,577,389,1.0,binning,576,1.4448403480000138
