,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,22e17a76cdf047b8a4b8d3638a031e45,100,2,579,353,0.0,binning,226,0.7630475380000235
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,ea8d8967b6504eb781cfad109d2df914,100,2,579,353,0.002,binning,280,0.88446135800001
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,ba38d9a2dc594565a5f3235cadb4d305,100,2,579,353,0.005,binning,296,0.7048786280000172
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,69c063d940f94db59ed0fef89069ea80,100,2,579,353,0.01,binning,320,0.7280604620000304
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,7377ac4c4f8a4496b53abe285ceacf32,100,2,579,353,0.02,binning,348,0.7363475600000129
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,efede55823364cdeab243cf8d949911c,100,2,579,353,0.03,binning,390,0.7751390259999766
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,3b9c2b474b10454f97707f57abce89ac,100,2,579,353,0.04,binning,410,0.8040907800000241
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,04fc9e949aad483fa7df1cace8b8e991,100,2,579,353,0.05,binning,450,0.8195793149999986
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,4fd0fbceafde45148d95a820344aded6,100,2,579,353,0.1,binning,532,0.9194894390000172
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,b8cf61f79cc1491fb61e45735ab276eb,100,2,579,353,0.2,binning,566,1.1584151879999922
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,ea7d9a7976334c6799f1ae5d0dc30b7b,100,2,579,353,0.5,binning,578,1.0213604599999826
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,55b2fb91e1594e30b73919612165b207,100,2,579,353,1.0,binning,578,1.034537572999966
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_2.csv,5b7dc898a04e49e4861fa7fee171cfef,100,2,579,353,0.0,gradient,226,0.2185054349999973
