,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_12.csv,642c17b7cce04ca2a8388cfceb43f16c,200,2,1175,773,0.0,binning,402,1.5713940089999596
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_12.csv,db0356a9ac5c4c698c66fb739fc36130,200,2,1175,773,0.002,binning,536,1.8021624269999847
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_12.csv,03cb68de2d5c42dc8e2029495ab20ec3,200,2,1175,773,0.005,binning,592,1.984956292999982
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_12.csv,2ab9c035f5c24907849a114c295678cf,200,2,1175,773,0.01,binning,660,1.9817651119999482
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_12.csv,ad8d440473794102995fb06e736ebde5,200,2,1175,773,0.02,binning,758,2.0557467720000204
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_12.csv,f94fdb0b1bbc4613a37fa86856b6d2e5,200,2,1175,773,0.03,binning,804,2.090507857000034
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_12.csv,4458d21967a64a25a1d77097047b0608,200,2,1175,773,0.04,binning,900,2.2254901239999754
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_12.csv,c252ea67476e4f169396dee9f5337833,200,2,1175,773,0.05,binning,976,2.7310685029999604
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_12.csv,a37c99c9b10b41e5af0baef8132dc868,200,2,1175,773,0.1,binning,1110,2.7134911069999816
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_12.csv,9165d0a9e4204c728be83494aa6a06a3,200,2,1175,773,0.2,binning,1168,3.1085310130000607
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_12.csv,52a3ddd6d0ea4ce89a05e9fa6d258a17,200,2,1175,773,0.5,binning,1174,2.886639511999988
