,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,e0458443e7514e549eae73626117cc9b,500,2,2971,1965,0.0,binning,1006,4.051542780999625
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,5ed48b1bf8424c71b615b005a82ffc9a,500,2,2971,1965,0.002,binning,1412,5.299014417999388
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,777794e4115443968187c933ff543e07,500,2,2971,1965,0.005,binning,1608,5.836817768999936
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,86b787e48ab947729435a6f5bbc83e87,500,2,2971,1965,0.01,binning,1790,6.446983651000664
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,f73da9808ff244f29b0bb7efdc0cd432,500,2,2971,1965,0.02,binning,2098,7.1586845649999304
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,125e0107a59e42f1a8866ea577722154,500,2,2971,1965,0.03,binning,2402,8.168730286999562
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,f00ee54bfedc4b91b273bd379cd71475,500,2,2971,1965,0.04,binning,2614,8.909248423000463
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,8458e27da8704165ad6f37f31c361557,500,2,2971,1965,0.05,binning,2716,9.362327466000352
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,95c58157ad0b4933bb825cfe04614f0b,500,2,2971,1965,0.1,binning,2900,10.172038296999744
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,d107c8bc4b5841e1862f07ebeeecb8cf,500,2,2971,1965,0.2,binning,2958,10.493732013000226
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,cd9f1f40a97d48f6b28ed87dbf6ed17b,500,2,2971,1965,0.5,binning,2970,10.476688400000057
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,f8490ecd8b73465a84b9981ad8f99f17,500,2,2971,1965,1.0,binning,2970,10.619214837000072
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,5cd8e0ccb8fc4efe99076f2224e2e627,500,2,2971,1965,0.0,gradient,1006,1.216353220000201
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,c4878c6fb89b4acea01bb463049a7fd5,500,2,2971,1965,0.002,gradient,1084,1.9197764460004692
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,6522f81acd694fffa9906d1717d9b56a,500,2,2971,1965,0.005,gradient,1298,2.8409691700007897
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,945171a9e6db4b34bd0522c65b065d7c,500,2,2971,1965,0.01,gradient,1626,4.214971299999888
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,1c6ec7fd02504c9d86635cfbd31e0606,500,2,2971,1965,0.02,gradient,2018,5.905817747000583
17,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,6afce047c16e46a795248f3d168f09c9,500,2,2971,1965,0.03,gradient,2348,7.574760108000191
18,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,64858f1c5ac2454e998d9633c2b4f90b,500,2,2971,1965,0.04,gradient,2578,8.669744277999598
19,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_7.csv,08cac80a04f642cdaed5a1f98b8cfeff,500,2,2971,1965,0.05,gradient,2666,9.228865719000169
