,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_12.csv,d9a0c91297834c0b9cc58c3946441cda,500,2,2979,1941,0.0,binning,1038,5.924404521999804
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_12.csv,9c9cb4748dd4486e91670ce22de848ca,500,2,2979,1941,0.002,binning,1412,7.491815063000104
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_12.csv,6cc298e6734f4926bef5f6f236363d2b,500,2,2979,1941,0.005,binning,1580,7.972120046000327
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_12.csv,d97cc14602c44432bbf23016f31e128f,500,2,2979,1941,0.01,binning,1776,8.527742122999825
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_12.csv,1db3e16b57a246ce9f8f8ab1b5f21e9c,500,2,2979,1941,0.02,binning,2080,9.66037123499973
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_12.csv,10865e0d8fb04080afe19b0d5172c108,500,2,2979,1941,0.03,binning,2426,10.914970214000277
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_12.csv,7c2fafbbf640415785bd589a8d73e943,500,2,2979,1941,0.04,binning,2622,12.032743541999935
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_12.csv,64fc1c0e54f0411b9a7526573c4a414f,500,2,2979,1941,0.05,binning,2750,12.381335976000173
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_12.csv,304abcdb9b414ab9bb0d2248c7b548fd,500,2,2979,1941,0.1,binning,2918,13.405337115999828
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_12.csv,62608ade131747a99de8784cd74c25aa,500,2,2979,1941,0.2,binning,2976,14.387051661999976
