,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,783d7b39615e4d54a3872fa70f833b32,100,2,579,365,0.0,binning,214,0.8161909099999889
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,8fe4f7c68b014773915ff9c8331368bb,100,2,579,365,0.002,binning,254,0.7613778090000096
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,6d0cf74a5c3f4bf9b86c7d2b5a535c01,100,2,579,365,0.005,binning,272,0.7117832210000188
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,ef5397616b5a498e8765112f847751bc,100,2,579,365,0.01,binning,292,0.7313973390000115
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,c427736309ff444c9589f3f1e7ef69fe,100,2,579,365,0.02,binning,352,0.7618844639999907
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,7697129826754ecea575f2f92d4eb894,100,2,579,365,0.03,binning,374,0.8320461389999991
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,420b56ddc12e490c99906f4e242550a1,100,2,579,365,0.04,binning,402,0.9476183909999918
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,aa317f4045124358ab2d4e6b2080d6e2,100,2,579,365,0.05,binning,426,0.8124909189999698
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,14ef1a528e1548768840662654dd06d8,100,2,579,365,0.1,binning,526,0.9461895919999961
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,a52de41d3c7f4b45b9e19637d5e692cd,100,2,579,365,0.2,binning,568,1.0486749439999699
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,3e9d5f2d5c6d4de79b360e7e37164002,100,2,579,365,0.5,binning,578,1.0630410640000036
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,a28bc1c20fea43f2a00466f8cc867112,100,2,579,365,1.0,binning,578,1.1019802239999876
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,3d6b473c1f1141949484afdeaf7b67ad,100,2,579,365,0.0,gradient,214,0.22144317300001148
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,98475ac439c44af0b5e56b8d51de5cbd,100,2,579,365,0.002,gradient,222,0.26906978499999923
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,e773ecc43f9742d4a6a53438249c1cb4,100,2,579,365,0.005,gradient,238,0.3647437200000354
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,9f2d67754f16412cbf012202e8ee11c9,100,2,579,365,0.01,gradient,268,0.36878715699998565
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_100pts_18.csv,8d940b8b784c4806bea09a09722d760d,100,2,579,365,0.02,gradient,326,0.4848767419999831
