,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,7133534c75cd4bb0b1a0a3596b5ddd7a,500,2,2975,1983,0.0,binning,992,4.06109429099979
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,47d47a2054ca493881d34ec3569ad697,500,2,2975,1983,0.002,binning,1390,5.23887700799969
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,76d18eda563c4f41b31a962ab148cd8d,500,2,2975,1983,0.005,binning,1520,5.674988212999779
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,04b7b7baaab04f9593496f905065978b,500,2,2975,1983,0.01,binning,1696,6.114305936000164
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,360cef09741344f9a7e8b27c7b11f2dc,500,2,2975,1983,0.02,binning,2058,7.166215491000003
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,70b6680aed874bc9923a0067f9633cc5,500,2,2975,1983,0.03,binning,2380,8.139513580999846
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,ce29465e62ef4c2e8c681fa79f12b855,500,2,2975,1983,0.04,binning,2558,8.713644615999328
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,277d72941cc147acb6fe6f3f876750c7,500,2,2975,1983,0.05,binning,2678,9.335202493999532
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,c2afdcb4e6c24638bc4970becc948bf8,500,2,2975,1983,0.1,binning,2892,10.306632055000591
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,e69b561bdb4d4decadbe4a7e3925c95b,500,2,2975,1983,0.2,binning,2962,10.605278699999872
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,fc370bafb555479a8bbcf93c992be425,500,2,2975,1983,0.5,binning,2974,10.657744901000115
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,88d5df49c8be49f3b71867d940a54417,500,2,2975,1983,1.0,binning,2974,10.596300879999944
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,7d852336dbcf4a2a9e94bb8bf8812857,500,2,2975,1983,0.0,gradient,992,1.2236311540000315
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,ce071c8ccbaf492da3448299df5ffdc4,500,2,2975,1983,0.002,gradient,1068,1.9085179059993607
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_18.csv,6572450729bc4893814176c82f81b27c,500,2,2975,1983,0.005,gradient,1264,2.7637202740006614
