,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,006a66ac0d914bf8b75a90de957154b9,500,2,2967,1949,0.0,binning,1018,3.990791879000426
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,af2e2c13bd1f437782bf643a379f8352,500,2,2967,1949,0.002,binning,1430,5.224125210999773
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,4d80f7d901a44446b1c5df1d92b94fe3,500,2,2967,1949,0.005,binning,1590,5.712709270000232
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,cf0e8b7b83fb4c41ad8fb86e92017c52,500,2,2967,1949,0.01,binning,1798,6.194531031999759
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,b6f6e399dac0473a85f87127819c7484,500,2,2967,1949,0.02,binning,2090,7.105302677000509
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,bc3799b8e6e549d0b538a46683b043e1,500,2,2967,1949,0.03,binning,2392,8.096523505000732
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,7098ca2dd09e474bbecfd6e433ee593e,500,2,2967,1949,0.04,binning,2586,8.673073031000058
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,35e7f7aa7f37452897a1c3d055e2d5b1,500,2,2967,1949,0.05,binning,2712,9.237284466000347
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,9a123adc9832471e8926d0a1e26476a8,500,2,2967,1949,0.1,binning,2914,10.184112826999808
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,c8268fe8769f4779970ad62ececd7b5a,500,2,2967,1949,0.2,binning,2964,10.418207323000388
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,e7e310f817fa42b388fd98e9eb35ac7f,500,2,2967,1949,0.5,binning,2966,10.39079163399947
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,9477cfd1ed0b4db3acffbd07805abc64,500,2,2967,1949,1.0,binning,2966,10.404777133000607
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,763330b7e4dc41eca3a93eb95157708b,500,2,2967,1949,0.0,gradient,1018,1.2709053349999522
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,84a08c465e624d2ebb8244dedf70fe42,500,2,2967,1949,0.002,gradient,1132,2.0000973950000116
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,03c031e58384472fbca41f18eb62e207,500,2,2967,1949,0.005,gradient,1302,2.8488465959999303
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,ab6e780d2e4f4864a76bb9c3aaa10ef6,500,2,2967,1949,0.01,gradient,1626,4.115701413999886
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,e2f190d5845442d9bb2b7b00522711fa,500,2,2967,1949,0.02,gradient,2030,5.847640675000548
17,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,b0ff3e3a57ff490eb8c96542377688c0,500,2,2967,1949,0.03,gradient,2346,7.376927068000441
18,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,e0370645a70045a88eb1f5359be65aca,500,2,2967,1949,0.04,gradient,2530,8.334644863999529
19,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,de50b5a7ec644fd9a9851c6ecd37d3ce,500,2,2967,1949,0.05,gradient,2686,9.148677734000557
20,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,4c9b6994903d4bcdb4448cef0c705975,500,2,2967,1949,0.1,gradient,2900,10.523797059000572
21,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,02897d4068da448dbdc6370990093c51,500,2,2967,1949,0.2,gradient,2958,10.897923704000277
22,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,168c85134c2f4b61959a4ebdb7779c8a,500,2,2967,1949,0.5,gradient,2966,10.957355993999954
23,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,0d050e1bcf4f46eeb3b477d451bdcf9f,500,2,2967,1949,1.0,gradient,2966,10.984022544999789
24,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,4f2c108a7c0446b0966670fc6da1ac6d,500,2,2967,1949,0.0,induced,1018,4.007568607000394
25,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,29ac72a9954a4c769e19a71f7fe311c6,500,2,2967,1949,0.002,induced,1526,5.526898780999545
26,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,06df045e81ef44c0a6ed834fcedc16ad,500,2,2967,1949,0.005,induced,1662,6.00296332400012
27,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,9e400639bcb54f92834017ff66adc084,500,2,2967,1949,0.01,induced,1842,6.958365390999461
28,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,1194adb3b20d44ce964d1709343f2e72,500,2,2967,1949,0.02,induced,2132,8.632179597999311
29,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,5168e14a772c471eb29f2a1a42f61e96,500,2,2967,1949,0.03,induced,2408,10.996340665000389
30,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,56682b4316f949b08871142d1e0f8fac,500,2,2967,1949,0.04,induced,2592,11.372597416000644
31,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,934baedabbf947da9e26c3a18aed90c5,500,2,2967,1949,0.05,induced,2716,11.093925043000127
32,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,cbd0850dd9da4e7d91e1ae07fd09f5c8,500,2,2967,1949,0.1,induced,2918,11.91950270399957
33,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,0d258f2bbcc841faadd7a23ba8841859,500,2,2967,1949,0.2,induced,2964,12.236473498000123
34,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,a4a13215ccb843639f7d4d9a9f29966e,500,2,2967,1949,0.5,induced,2966,12.255370869999751
35,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,47042d59d5ec4cd1a9c73660ee87feb4,500,2,2967,1949,1.0,induced,2966,12.268093589000273
36,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,8d4426c3a07f47479806b2b0ef869126,500,2,2967,1949,0.0,perseus,1762,0.043663348000336555
37,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,a8bbf9534e7d49528246c772eb1ec52e,500,2,2967,1949,0.002,perseus,1466,0.06897082699924795
38,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,a4caa6dd19314843895c1a5807672738,500,2,2967,1949,0.005,perseus,1546,0.055968831999962276
39,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,49399985a4074ac295c1254951b5210c,500,2,2967,1949,0.01,perseus,1656,0.050580101999912586
40,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,9feaaadc00324be487821f072343c9c6,500,2,2967,1949,0.02,perseus,1940,0.10671287000059237
41,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,13500a4560e0445f9070ea62f1cf0214,500,2,2967,1949,0.03,perseus,2254,0.05124890399929427
42,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,0fc96e0c0e144294837eb622afef2ece,500,2,2967,1949,0.04,perseus,2458,0.04639257799954066
43,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,1f2552477eb340d3a0a1b417b3cbcf8a,500,2,2967,1949,0.05,perseus,2622,0.046348580999620026
44,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,bfdc0d2d3a4048a4aaab5e36f089c8b1,500,2,2967,1949,0.1,perseus,2878,0.04461135600013222
45,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,a51862c3de0f405eaa75f52feaee752d,500,2,2967,1949,0.2,perseus,2960,0.045039250999252545
46,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,d573fbfbbcc04384afd144245e5acc1d,500,2,2967,1949,0.5,perseus,2962,0.04435719799948856
47,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_500pts_3.csv,266079c82b6f49cc9c89efb5acf18e0d,500,2,2967,1949,1.0,perseus,2962,0.043867528999726346
