,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,8ab1dc2f8ad64454a104d7cb8e27deb2,200,3,5189,1673,0.0,binning,3516,5.138514480000595
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,679d57a54be2431b8e1b6d7eaf5ea1b4,200,3,5189,1673,0.002,binning,3990,6.2294080880001275
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,afd1997cb0824ae0a5b66add564e0627,200,3,5189,1673,0.005,binning,4142,6.6303879379993305
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,ad4ad2f9a2f842b2803c1abbf47b12fb,200,3,5189,1673,0.01,binning,4282,6.7792503489999945
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,ba016648cef04be3a1d4e882f678be0d,200,3,5189,1673,0.02,binning,4412,7.14307292400008
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,075d070557e74607bd6443e0afb0a912,200,3,5189,1673,0.03,binning,4492,7.325861982000788
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,e1adb603df464f4498ee5aaa38f57a5c,200,3,5189,1673,0.04,binning,4578,7.600161029999072
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,446663a8b1394a70a2c2814df69e4d6d,200,3,5189,1673,0.05,binning,4648,7.701517114001035
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,ffe693516b11481da7833d641bee2fe5,200,3,5189,1673,0.1,binning,4876,8.49112261099981
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,6964f16054844026ad23b09444d8fbd0,200,3,5189,1673,0.2,binning,5088,10.98248717399838
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,e86851b18b7f47cbb5e90763c0eb4412,200,3,5189,1673,0.5,binning,5188,14.474440882000636
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,80b08fbf307046ecb802b978db0e0931,200,3,5189,1673,1.0,binning,5188,14.499970816999848
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,341f53f792b14a29a537076c680d1d8e,200,3,5189,1673,0.0,gradient,3516,1.0538414069997089
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,743397efcd0f4aedad5776a3e0d75315,200,3,5189,1673,0.002,gradient,3626,1.880255155998384
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,4fdd5cac113149189720516404190935,200,3,5189,1673,0.005,gradient,3746,2.5559045219997643
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,9e142436306b4497801e0e73a957baec,200,3,5189,1673,0.01,gradient,3912,3.1899519669987058
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,edea8e09360f497c8b9fbb3deaf7c30e,200,3,5189,1673,0.02,gradient,4130,4.15708031000031
17,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,6db33ab7bad84decb6fca727f021c359,200,3,5189,1673,0.03,gradient,4306,4.819171172999631
18,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,e0b432bc4084477f9e4791b7d524c5fc,200,3,5189,1673,0.04,gradient,4450,5.443707464000909
19,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,b2881303725e49fa95233e17aa24139f,200,3,5189,1673,0.05,gradient,4552,5.89559174399983
20,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,2f42ceb1875641c4bb5fa97ee640988d,200,3,5189,1673,0.1,gradient,4860,7.472219732999292
21,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,5f28d2ec0d55489eae2287318818c11f,200,3,5189,1673,0.2,gradient,5096,9.023280815999897
22,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,fc474d9117e04c509273f0a1e29f6f84,200,3,5189,1673,0.5,gradient,5174,9.772028666999176
23,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,9b67f015d2874b28a814f0fb169c0865,200,3,5189,1673,1.0,gradient,5188,9.88216043400098
24,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,6bbbd3217f594334af994173df011f59,200,3,5189,1673,0.0,induced,3516,5.157206973999564
25,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,3484d56c35524178a810effe94f6f3ee,200,3,5189,1673,0.002,induced,4094,6.4881133409999165
26,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,ab00d1cea8fb4ad983b726fd58cdb71b,200,3,5189,1673,0.005,induced,4244,6.68023411699869
27,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,96e92c7708dc467596ff704cee3f94ca,200,3,5189,1673,0.01,induced,4354,7.023361224999462
28,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,9739058059ce40d78f25ec5f8223b6fc,200,3,5189,1673,0.02,induced,4464,8.157850738998604
29,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,3e4182b3910c40e1baa7be3ecbc1f51f,200,3,5189,1673,0.03,induced,4542,9.293758406000052
30,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,0923fc0fbafd4bd09cdfa9eefcc33a3e,200,3,5189,1673,0.04,induced,4580,10.981656298001326
31,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,3d269c6bff5944ce90e86b59fcc10970,200,3,5189,1673,0.05,induced,4630,12.321509620000143
32,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,333cd7e7f0ff4605a03041d708e35c72,200,3,5189,1673,0.1,induced,4822,17.467904115999772
33,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,583615eafa8841e1813932520afc6350,200,3,5189,1673,0.2,induced,4984,12.943184714000381
34,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,5785300901ae416ba858199343839fd3,200,3,5189,1673,0.5,induced,5176,15.80231522000031
35,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,3d770840265b4db2af5984c0b7f56bb3,200,3,5189,1673,1.0,induced,5188,15.920326540999667
36,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,8d7c5146f70e4322831809480630ce21,200,3,5189,1673,0.0,perseus,4582,0.08642997400056629
37,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,f665dff18e8a4a7c803c4055f95e1993,200,3,5189,1673,0.002,perseus,3980,0.7108092460002808
38,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,37ae33822b344d53a9073e58664ce62c,200,3,5189,1673,0.005,perseus,4082,0.3317096339997079
39,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,7ffda07f23b647e9b596d368f83bf10d,200,3,5189,1673,0.01,perseus,4138,0.20673301500028174
40,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,06e079cfa4344866948e49729a8df067,200,3,5189,1673,0.02,perseus,4352,0.14385076700091304
41,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,c74bab5c051e441ba8d0e653609b2afa,200,3,5189,1673,0.03,perseus,4512,0.12841737300004752
42,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,468fdf1281084969beb8a28c7975194c,200,3,5189,1673,0.04,perseus,4592,0.11548856800072826
43,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,15ab510c1aa94dd99a0464d7a4b845db,200,3,5189,1673,0.05,perseus,4638,0.1703787349997583
44,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,0d68c471dde94f75a4c45a8bff9d294a,200,3,5189,1673,0.1,perseus,4814,0.09593332500116958
45,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,6dd70f72db314650a1157b454dc89a3e,200,3,5189,1673,0.2,perseus,4984,0.08894970700021076
46,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,343b93dfdff24d6b84d36dfd53ec5a70,200,3,5189,1673,0.5,perseus,5160,0.08242014799907338
47,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_18.csv,8df0a54805ed4d20a3c56a079473e786,200,3,5189,1673,1.0,perseus,5182,0.08086273799926857
