,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,d84af994eb4147afa7ce0c3af8c03b66,200,2,1173,775,0.0,binning,398,1.7647745520000626
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,8e7a6e07cc0741f99e2de5b659199cdc,200,2,1173,775,0.002,binning,532,1.908110810999915
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,e978a6b18ad04cb99987817c43b15377,200,2,1173,775,0.005,binning,588,2.012543403000109
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,8ec76c63e84f493fb3c8973a970f8971,200,2,1173,775,0.01,binning,626,1.9316680210001778
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,b62fc796778d4df296a5b31cb2f0d1bc,200,2,1173,775,0.02,binning,726,2.266643990000148
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,2a50a4e0fa604804bbf4737adecb124f,200,2,1173,775,0.03,binning,828,2.253101769000068
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,4ed1d5181e8246549a69c1ab46d61976,200,2,1173,775,0.04,binning,896,2.2719501330000185
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,e0b591675f474b68b0a371e66f504de6,200,2,1173,775,0.05,binning,972,2.563937722999981
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,9487191434b4479595a6d47a17199c97,200,2,1173,775,0.1,binning,1102,2.9548151970000163
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,3873302b20724656b88d4b77a443af67,200,2,1173,775,0.2,binning,1162,2.871262068000078
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,ed019e96263746c3a39b998f414c607c,200,2,1173,775,0.5,binning,1172,3.1002363009999954
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,461fb95fcf964857a40f9b329f075dbc,200,2,1173,775,1.0,binning,1172,2.899515428000086
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,8329a3c1d881449895c645db4b61a970,200,2,1173,775,0.0,gradient,398,0.5012650429998757
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,96866a0082174f66b37fb3762ce9e3f5,200,2,1173,775,0.002,gradient,412,0.6275319890000901
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,3985216392b142fa954186b4a6b42b6a,200,2,1173,775,0.005,gradient,460,0.8120402619999822
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,f979a36597a94e64b1ed483364309b37,200,2,1173,775,0.01,gradient,556,1.0619137370001681
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,f00c14cb237847178f8b0bc44af0c6c0,200,2,1173,775,0.02,gradient,698,1.428652822999993
17,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,a4723fb300174ee5bcf548372b1b1479,200,2,1173,775,0.03,gradient,794,1.6794926489999398
18,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,08e9817a8ff0463e80acf8aa9488c548,200,2,1173,775,0.04,gradient,896,1.95283851399995
19,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,dbb41891de584fbd98b095535afce69c,200,2,1173,775,0.05,gradient,970,2.250100644999975
20,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,69c09355bd7740e88cd055004ab93622,200,2,1173,775,0.1,gradient,1106,2.6825481210000817
21,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,9f83a7fee9264b66904ee2f4ef271d5e,200,2,1173,775,0.2,gradient,1156,2.88261489599995
22,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,6dc82d8765c9435eaea186fbd89a0956,200,2,1173,775,0.5,gradient,1172,3.0399473659999785
23,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,71744015c78344c5b433c7ea9206b183,200,2,1173,775,1.0,gradient,1172,3.0047782219999135
24,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,2d857e94db304681824ef5da1c7aa5bb,200,2,1173,775,0.0,induced,398,1.5367080860000897
25,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,13a0873af1c547b1b8bb816efbcdda34,200,2,1173,775,0.002,induced,578,1.8799240869998357
26,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,a5c7366b5bc2468f828cb80e029ea514,200,2,1173,775,0.005,induced,630,1.9870961629999329
27,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,0de0ffc945814d0e9887aac9addaad8b,200,2,1173,775,0.01,induced,680,1.9129686969999966
28,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,1c0f517fcbd04f8ab4e542471007e58a,200,2,1173,775,0.02,induced,758,2.0736807709999994
29,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,c10e9a68764c40d3ac55751c1d3331a7,200,2,1173,775,0.03,induced,844,2.2864965260000645
30,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,275e5a37ce3c4bf9a893328c9e7500bb,200,2,1173,775,0.04,induced,914,2.569210222000038
31,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,3e1dcafa860141559f2e3fc3e15a5e4c,200,2,1173,775,0.05,induced,990,2.7899209600000177
32,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,29e44a62d2d94b6ebcc2bd47b8ac44ea,200,2,1173,775,0.1,induced,1104,2.9626924920000874
33,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,cd30794bda3f470bbbe837109a995dac,200,2,1173,775,0.2,induced,1162,3.1733578570001555
34,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,f25f77875364470896ba288e26e74831,200,2,1173,775,0.5,induced,1172,3.3501560080001127
35,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,c9867061fdf74a2192cef08e98291fe8,200,2,1173,775,1.0,induced,1172,3.2112054300000636
36,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,6583ce9c426f4e2593f746691e04d261,200,2,1173,775,0.0,perseus,700,0.01841906699996798
37,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,742fed3789e7447abf14011bea22afbe,200,2,1173,775,0.002,perseus,574,0.037870161000000735
38,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_2D_200pts_2.csv,99598bdaa2204a75aaac2c2627c51cdb,200,2,1173,775,0.005,perseus,580,0.02658703199995216
