,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,df85ea17756f478fbb810df5df3e8868,200,3,5263,1679,0.0,binning,3584,5.147697225998854
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,98c3a651b41c41ca9eec845a96bd812b,200,3,5263,1679,0.002,binning,4046,6.082686183999613
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,52e6816b158b49668460620c91858479,200,3,5263,1679,0.005,binning,4240,6.620558553000592
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,dac20c90b2ea41ffa9658cd20f64e1cc,200,3,5263,1679,0.01,binning,4376,6.881400119998943
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,b2b170ab3c93498db898b658cc017642,200,3,5263,1679,0.02,binning,4498,7.166978391000157
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,0de820caa6de4951aa5e7c492965fa3f,200,3,5263,1679,0.03,binning,4586,7.384075207999558
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,5c029b7e8aae4670939345a493adf57c,200,3,5263,1679,0.04,binning,4634,7.5123334449999675
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,4ca4df0b8a1242d59ee80a11ff185113,200,3,5263,1679,0.05,binning,4708,7.730658879001567
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,ce94748ae1f843c195aae12337365c6d,200,3,5263,1679,0.1,binning,4934,8.395915443999911
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,5fd68865e174423a92b5c2faa91338da,200,3,5263,1679,0.2,binning,5152,10.793144016999577
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,f7a2eac178e54e04bc762d207ea787fd,200,3,5263,1679,0.5,binning,5262,15.21704597200005
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,20a9b96cb5fc4b269c8eb3891a447a7a,200,3,5263,1679,1.0,binning,5262,15.15460320099919
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,d8099c2746194eefb7a9c14e86645a75,200,3,5263,1679,0.0,gradient,3584,1.0529120890005288
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,d2965d50f7ec41a1b47f6977cc740bd8,200,3,5263,1679,0.002,gradient,3696,1.9280390949988941
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,6f8dee5087754bedb62ae069d3bea16c,200,3,5263,1679,0.005,gradient,3810,2.5196858969993627
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,14c7b908e200449c84daba268fc7f8db,200,3,5263,1679,0.01,gradient,3970,3.228137493999384
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,274f00f0c45c432bb1f078cb923014ff,200,3,5263,1679,0.02,gradient,4232,4.3871423920008965
17,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,2b0b7d382a3b40b191ce40dcd9331aa9,200,3,5263,1679,0.03,gradient,4396,5.02309985699867
18,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,f79bc758d43e41c899960af7ec3a6c66,200,3,5263,1679,0.04,gradient,4492,5.447227250000651
19,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,3406d70b5c7644f2a5cc3976b1b213a9,200,3,5263,1679,0.05,gradient,4606,5.973913335999896
20,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,f109f0c4a4624614aa514a71c5422d7d,200,3,5263,1679,0.1,gradient,4914,7.516580540999712
21,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,1922d538305b4d7e9af5527749fe5a5b,200,3,5263,1679,0.2,gradient,5174,9.114712597000107
22,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_15.csv,9eb338d526204cb48fdfc274e0ff1a13,200,3,5263,1679,0.5,gradient,5254,9.799848896000185
