,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,94ad626f84e3494e8a71bca4d49fd012,200,3,5135,1851,0.0,binning,3284,5.919280258000072
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,0a21ea4f493c4c91aaf9cbcc6eb9c7a7,200,3,5135,1851,0.002,binning,3824,7.4131165070011775
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,39906af55c2d473c87bcc0d88265f238,200,3,5135,1851,0.005,binning,4026,7.944984321000447
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,19476701c3154ef2876c879016228cf8,200,3,5135,1851,0.01,binning,4202,8.384432478000235
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,60bf42655f4546e8b84bcf358ab46291,200,3,5135,1851,0.02,binning,4362,8.833243154000229
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,b9c14371955a4fcaabb706b3e111c1bd,200,3,5135,1851,0.03,binning,4474,9.2438395879999
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,a2d6f9e774104db5b9a1627051f4d41b,200,3,5135,1851,0.04,binning,4502,9.229433692000384
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,4c32baaab8d542aea9664a41f09108e0,200,3,5135,1851,0.05,binning,4586,9.50732755900026
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,8fabd2fadc094e178c86996bdaaab887,200,3,5135,1851,0.1,binning,4846,10.553351721000581
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,2e47195876f346d49e02d65d545e3aea,200,3,5135,1851,0.2,binning,5026,13.952946180999788
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,447d50fa56b8460cb4398b815d15407c,200,3,5135,1851,0.5,binning,5134,18.010396263000075
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,edc404a378a14b878b758a2561a89871,200,3,5135,1851,1.0,binning,5134,18.124214728999505
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,304c83a47dc54bb59341d65d9917c098,200,3,5135,1851,0.0,gradient,3284,1.1557641519993922
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,27f69b43a78e4bd4868537b89383491b,200,3,5135,1851,0.002,gradient,3406,2.2181654409996554
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,874b856e7b8344d1a3e3bb1521d470c6,200,3,5135,1851,0.005,gradient,3568,3.135517325999899
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,92d61168922e44b792171e8729cc4f30,200,3,5135,1851,0.01,gradient,3766,4.125815340999907
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_6.csv,1080f86485e6481c949614256e2d96c3,200,3,5135,1851,0.02,gradient,4086,5.553056827999171
