,complex,filename,run,points,dim,size,size_prereduced,delta,algorithm,result,time_s
0,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,8809c0749c004c6c86ea680198effb48,200,3,5107,1789,0.0,binning,3318,5.5533205089996045
1,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,dba13252c13c47048408e909a8611b79,200,3,5107,1789,0.002,binning,3796,6.845843233999403
2,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,13fda69a502943ccb331ec1f61adddbb,200,3,5107,1789,0.005,binning,3972,7.297386924999955
3,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,48495f2ed1c54aa794beb4e0f7755c20,200,3,5107,1789,0.01,binning,4124,7.732119774000239
4,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,d72ea4591bee4128ad522d2678e92267,200,3,5107,1789,0.02,binning,4302,8.23332721800034
5,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,5aa753a80a9d4c75abe6a1910d4fc5ed,200,3,5107,1789,0.03,binning,4406,8.547261138999602
6,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,df0001d74e974ef0b8f54f6f5eafb0b6,200,3,5107,1789,0.04,binning,4496,8.803548878999209
7,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,d21308354798446fbe4cc188647e1fa4,200,3,5107,1789,0.05,binning,4538,9.001128615000198
8,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,3869f3896cd14b87982ae6c4a1ead3e9,200,3,5107,1789,0.1,binning,4748,9.688642557001003
9,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,a49cadba10a141b785e67e232efab373,200,3,5107,1789,0.2,binning,4968,11.780190239998774
10,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,fdb71eb61d5344a5a48d34f21e978408,200,3,5107,1789,0.5,binning,5106,16.963608418998774
11,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,f1a2a35f8fef463c814c675d11fcbb42,200,3,5107,1789,1.0,binning,5106,16.998155020999548
12,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,2a56b74b318e40f2a06c56404ad610e2,200,3,5107,1789,0.0,gradient,3318,1.1120070119995944
13,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,0298ac0eabf64e41b6c90a05e371d943,200,3,5107,1789,0.002,gradient,3406,2.0267166729991004
14,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,a278329d33e04900bf71e300863cc05c,200,3,5107,1789,0.005,gradient,3550,2.775859577001029
15,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,55c014a5a291481fae23d2bfdb13dfc5,200,3,5107,1789,0.01,gradient,3710,3.5032114240002556
16,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,990b79b1d43042a683fa64ab9e24f69b,200,3,5107,1789,0.02,gradient,3978,4.865378282000165
17,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,16a72d5465ae4b95b4d8f19fcf7bbd29,200,3,5107,1789,0.03,gradient,4174,5.72825749399999
18,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,aec46d9e00d840b4a82bd6bb066b9dc6,200,3,5107,1789,0.04,gradient,4340,6.471529937000014
19,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,28c19e77c2e245abbf5f6a8c213f773a,200,3,5107,1789,0.05,gradient,4446,6.942948808000438
20,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,164205badba14bbdb1c43a6e36916931,200,3,5107,1789,0.1,gradient,4750,8.723569423998924
21,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,8a03dc33641f45009723cd6e6bf85e3a,200,3,5107,1789,0.2,gradient,4994,10.412512853999942
22,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,8e69f83f16194c5c8eca2ea461f9cbf9,200,3,5107,1789,0.5,gradient,5094,11.481732706999537
23,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,76cfde4a712748c990c964e393d21c57,200,3,5107,1789,1.0,gradient,5106,11.480009319999226
24,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,d11dd410ba614ad39b2ca86c1560eeff,200,3,5107,1789,0.0,induced,3318,5.65457398199942
25,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,e735c0a5c93f458e8088fc6bf96ae3f1,200,3,5107,1789,0.002,induced,3940,7.404422023000734
26,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,8c092f89192747b29ffb83578321a6dc,200,3,5107,1789,0.005,induced,4090,7.725699436001378
27,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,1b198362132244ff86c2fd2f9ab04c81,200,3,5107,1789,0.01,induced,4190,8.129653629999666
28,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,16f38bbe5f4443fea2da282041fa21ab,200,3,5107,1789,0.02,induced,4318,9.92862042699926
29,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,ede582a13928489cb899f22f353abf09,200,3,5107,1789,0.03,induced,4368,12.27230792500086
30,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,b1511a4b1e5c4472a41be90a465fd904,200,3,5107,1789,0.04,induced,4434,14.870370877999449
31,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,ff04a444f2334238ae9b45e73e6cd4a4,200,3,5107,1789,0.05,induced,4488,17.327877255000203
32,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,e4ca9369eed54a2ab8147281a74d7bea,200,3,5107,1789,0.1,induced,4714,22.650292704000094
33,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,5291ea64cb6d4f5b9f0e43f55b8b119d,200,3,5107,1789,0.2,induced,4858,16.370434399999795
34,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,f79709cbdfe646b49e0473c88a85e9a2,200,3,5107,1789,0.5,induced,5090,18.297035125000548
35,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,5ed513bfba9f4f45a6e8621e5f66e0ec,200,3,5107,1789,1.0,induced,5106,18.455991250999432
36,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,3a266def025b46e59c4912fd0261a0ae,200,3,5107,1789,0.0,perseus,4502,0.07970123700033582
37,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,73d30d4929b746ca9fc0364349aaa564,200,3,5107,1789,0.002,perseus,3952,0.16441769500124792
38,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,78333e8332a1400aa9a8b41366b85d17,200,3,5107,1789,0.005,perseus,4012,0.11551226499977929
39,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,06884263cd3e4dbb9f87693ed003f1b5,200,3,5107,1789,0.01,perseus,4114,0.09800563000135298
40,<class 'dmt.cechmate_wrap.AlphaComplex'>,normal_dist_3D_200pts_3.csv,faff4a4ad96141c4982292df091cb05a,200,3,5107,1789,0.02,perseus,4296,0.09139315900029032
