-1.483957628617502023e+00 1.951549366973864608e+00 1.356166341920851170e+00 -2.361992916593012581e-01 1.006028089384415208e-01
-1.139280390676600918e+00 2.491252690412504300e-01 1.680410181210651721e-01 -8.555082653090758660e-01 -4.624314207910582009e-01
-1.183941525877093337e+00 -7.786591215112166342e-01 -5.297137217311989055e-01 1.442510116060407022e+00 2.302259034981406216e-01
1.424428382729482134e+00 2.944749047853807977e-01 1.896989217526551474e+00 3.307496430566310708e-01 -1.511773036879317855e+00
2.472413164040761224e-02 -7.667723306370629599e-01 1.351896848277860164e+00 -9.303800859178059657e-01 -5.704594177861221915e-01
-6.932972616961696755e-01 5.291249495432995831e-01 -8.522365585916674702e-01 3.264440854109192380e-01 -3.773541959531526158e-01
5.710457864979631148e-01 -4.553900157836682228e-01 4.706433017989052892e-01 -1.048708316623166437e-01 -3.000286335768158064e-01
2.945906012624368575e-01 5.858867888025399706e-01 -3.136892772223907888e-02 1.338878231091261473e+00 -9.152370600825106006e-01
-1.952845475796255170e-01 -6.021199836190384014e-01 9.354143097545581931e-01 -1.929698983871392715e+00 -4.625768345567780049e-01
-5.107826852101829962e-01 -1.524620753423657993e+00 -5.952030794793303770e-01 1.028305629496399469e-02 1.696503060768641269e-01
-3.126084757384713364e-01 -1.201309149726890624e+00 1.264627444389164967e+00 9.099063654119169398e-01 5.722229017193700695e-01
-1.323785623725629579e+00 2.230939815422577688e+00 -2.744760827179649199e-01 -8.072201111222293557e-01 1.222792442853017469e+00
-1.166514133007215293e+00 4.032255992282311463e-01 1.482182146968078484e-01 8.283976342784897529e-02 -1.841983707332641440e-01
-6.300173739755769997e-01 -8.260973479194771985e-01 1.042458567822224375e-01 6.669301144028971784e-01 -1.169567417643892160e+00
-1.047465259872453425e+00 -4.981899612605926730e-01 1.814673508315390427e+00 -6.784737877614455126e-01 1.558296706544057830e+00
3.639261201851722305e-01 -1.554339105543458333e+00 1.397257679345671189e-01 -1.555641962259488031e-01 1.383298009744549084e+00
1.350211190847478759e+00 -1.637592945085232232e+00 1.841895424226214661e+00 1.997437070186147023e+00 1.590820309362860563e+00
-2.742928378140258028e-01 1.836720115464778869e-01 4.297668377747705382e-01 7.599538817299081872e-01 -3.392462902622616627e-01
8.962544197668607104e-01 -2.066376812311178368e-01 -3.222117333850732512e-01 1.443449848953624493e+00 3.665938441895408295e-02
4.913222960082965773e-01 -3.753997089404352838e-01 1.725493232222760964e+00 1.359198406878550647e-01 1.219981574535248470e+00
1.884046014684694348e-01 -1.206803080251924037e-01 -8.389139790577420097e-01 2.882041326328219077e-01 1.250009453342442400e+00
-6.595779233050635959e-01 -6.021044258211666333e-01 4.259193805146714862e-01 1.177523967292396279e+00 -2.122112104876644478e-01
5.182749303150857578e-01 -1.045454467788474062e+00 -3.830496812250483440e-01 -1.426690254549182191e+00 -2.718800623155361862e-01
-4.217696215411706646e-03 -1.077887889070911209e-01 -1.016468857363736822e+00 -1.973805990481707573e+00 -3.924866407776479438e-01
-7.704806157964888547e-02 -2.064722373236229924e-01 8.744079043627185632e-02 4.234036637344455456e-01 -1.235613652462308920e+00
1.122170340398227717e+00 1.622048090897701522e+00 -1.274890369338069207e-01 4.927869367776147591e-01 -1.391045840143862733e-01
7.509840653680559530e-01 -4.082456217610755389e-01 -1.738146017725498704e-01 -9.803875804067380129e-01 -2.693480984966412084e-01
1.271686293287957348e+00 1.100081225895958914e+00 -4.511141952517634945e-01 -6.851694079751576849e-01 -1.365379048574171250e+00
