2.891153672808325359e-01 6.291647203535331023e-01 -4.117789922903568600e-01 -9.791291105347509072e-02
-5.883774216249649802e-01 -4.904461555027540554e-01 1.947091631201970374e-01 4.892404225137449991e-01
-1.269307701061381355e+00 8.716250308236430655e-01 6.619212649038864749e-01 2.915130026944170449e+00
1.397046472237395143e-01 -9.084798363552554212e-01 -3.980303666668138507e-01 -1.701958086825431593e+00
7.840390374069242663e-01 6.668527698419044469e-01 -5.394046751667060102e-02 -5.735627247959085295e-01
4.256111964968206651e-02 -1.271537920606031324e+00 1.696648146057712081e-01 -6.136617343774467687e-02
2.200648078577858158e+00 1.473292420186770313e+00 1.685121124737614551e+00 -1.716372192627931614e+00
1.154459314900510680e+00 5.053527932185306604e-01 -4.736618568065308343e-01 -4.087537851411879863e-01
-1.401130380335448011e+00 -2.024142297287709003e+00 -1.475398349505405493e+00 9.210054739907883592e-01
-5.910309504703358252e-01 3.306517580488383401e-01 6.380240150738510085e-02 -6.931666681938096763e-01
-8.622543254938835888e-02 -1.857003983969190308e+00 1.769029364483118760e+00 3.904301378533089339e-01
1.276959467759664069e+00 6.602013144178594528e-01 -2.313892675935240451e-01 2.714603955251360112e-01
-3.833263859991566935e-01 8.181708361822882802e-02 3.107090468452688437e-01 7.052086058237471144e-01
1.553927852386967623e-01 -8.263680163108708676e-01 8.445854932036120921e-01 -1.506775664103274570e+00
3.957850993255140892e-01 -7.208676474004224177e-01 -7.132118685970976202e-01 -6.260681516946811076e-01
1.693951325965133703e-01 -8.079615976345525530e-01 -1.896314277525381842e+00 -3.041773986644330519e-01
9.717968733930528735e-01 -1.243882521575412348e+00 -7.286515097418326814e-01 1.140412636421818560e+00
4.538412995593493759e-02 3.519760672399611101e-01 6.149899606668219887e-01 -2.576164802776240714e-01
-7.080462293386276251e-02 5.214680668621430870e-01 1.298034048170295884e+00 -1.609385364588000300e+00
-7.957957127301847899e-01 -7.670498001592458703e-02 1.794999964694970584e+00 2.009214979665195355e-01
1.428228584340977214e+00 1.159000583390382921e+00 -2.725739087484180811e-01 1.071546002029681199e+00
6.405440921745603200e-01 7.647458599959214842e-01 5.738351432980525191e-01 2.842863118180818938e-01
-3.190501565944923734e-01 -2.169673369486456505e+00 -2.197171350192826944e-01 1.539542156578484811e+00
-5.423462373204619436e-01 1.000078763694741468e+00 -2.534133292166977636e-02 -1.917862998793991691e+00
-4.609953245444696757e-01 1.963387723059233786e-02 6.392454702561732871e-01 -1.429705530673027081e+00
7.525285794231906245e-02 4.246448230216679498e-01 -4.588090402202318202e-02 2.016568075239373592e-02
-5.547895878261307478e-01 -2.074815586563376058e-01 1.251273390365602589e+00 -6.457584692070690302e-01
-1.682661916875461960e+00 6.265072878104603893e-01 -1.950216688239757357e+00 1.756807840832802947e+00
4.205196925890535287e-01 2.116186374375977675e+00 -8.167527877075018150e-01 9.020214933360396481e-01
1.112146718936153911e-01 -1.652474630129639188e-01 -1.286056151078438070e+00 -2.758351619694237589e-01
2.086837639073012840e-01 1.395019078118351352e+00 2.472658117054588878e-01 9.796556970597801728e-01
-9.733453539093254170e-01 -7.756091481060189974e-01 2.047389282139173261e+00 2.171732581447893828e+00
7.541040215089613030e-02 -1.053608088984134619e-02 2.999343699889507261e-02 -7.897373354478806617e-02
8.739430118964729433e-01 1.075467641467000302e-01 -1.486935686720194827e+00 -7.193553193947209712e-01
-3.443087023576452133e-01 9.446078524387276076e-02 1.328695051944228656e+00 4.741437200842680416e-02
-6.409958243061186778e-01 3.236739107099822488e-01 2.110988837212640856e+00 5.008844122311890690e-01
2.915580186284992825e-01 -8.080478686393414156e-01 1.006131159768233474e-01 8.255523369650942245e-01
-7.317887821723948472e-01 1.106309672328269385e-02 5.495207245570736809e-01 -5.041334121327732953e-01
-1.272475868244896002e+00 1.768963035103531478e+00 -1.273132958812529303e+00 -8.511166706038345020e-02
-8.204761461474558981e-01 -1.067610478060420531e+00 7.143662215439579022e-01 9.914457549884034826e-01
1.081909994385698709e-01 4.318219398183303914e-01 -3.532682639710839068e-01 1.214625453680442613e+00
-8.227314017413189795e-01 2.461086956658311564e+00 -1.146140741314351785e-01 1.908270687813684932e-02
1.267108592177463189e+00 -3.282167931934087263e-02 -2.100246257051450183e+00 -4.203285965045186479e-01
2.367980518893163744e+00 5.492746769257570438e-01 6.460408255626417517e-01 -1.451138606334165138e+00
8.884405827414250112e-01 -7.490406416378233567e-01 -2.676365502318424003e-02 1.460647505969027149e+00
-2.411085733481799664e+00 -3.564278322964490320e-01 4.267737598215464584e-02 2.521017006591959042e-01
7.180774243362557652e-01 6.093762411474165086e-01 3.583282666541685035e-01 3.535216697052697699e-01
