-3.492234004998577279e-01 -7.853097573785789987e-01 -1.041737599521123769e+00
1.417619038064728443e+00 6.938055912589382590e-01 -8.703662788665021965e-01
-1.033033351975335412e+00 -1.083178557134992781e+00 -1.325591675142321790e+00
-4.095830478377349704e-01 -8.868294769611343442e-01 1.375451926944382341e+00
-7.467471803017338150e-01 -3.546760237029520368e-01 6.444130324202224092e-01
-1.404461280192910833e+00 7.202774763811592429e-01 9.062111380128503590e-01
-4.378887182903947184e-01 -3.153820076767134273e-01 -8.862954970824155065e-01
-7.522377585714524750e-01 3.494153811763808792e-01 5.456921172857054358e-01
-7.990458414852651403e-01 3.508132629051680107e-02 1.003668981793952808e+00
6.405525494976076484e-01 -4.727252139917462737e-01 -7.571860787823282424e-01
1.931301089059456411e+00 -1.748331812355002457e+00 -1.925235119779671766e+00
2.093255090238145266e-01 -8.114665069177423584e-01 -2.927822333214573081e-01
1.237500292340717234e+00 8.471209835825724843e-01 7.485256180653321323e-01
1.604302375004076076e-01 -4.873416346233319651e-01 -3.772723107334263054e-02
-2.675586632077950333e-01 -1.445359054587098957e-01 -2.329917982046393887e-01
1.582957332030748399e+00 -8.001006415934489580e-01 -1.328547346443301747e+00
-7.510166730813796487e-01 -1.725659336948758282e+00 6.487781847060291041e-01
6.146353733234927175e-01 -3.673073738723532933e-01 5.008942776729101709e-01
9.475616419571933902e-01 -1.726945121371807446e+00 -1.327588784809107914e+00
-4.169166449239870009e-01 -1.654585679932848719e-01 9.799170587200087823e-01
-2.688191704794113401e-01 -5.995926776451386830e-01 -1.424980925408771082e+00
-5.723689278383586876e-01 8.653584287146378617e-01 -4.070437154258221280e-01
4.967481389629363475e-01 1.024129004428336653e+00 -4.786121687597949537e-01
-1.006136545995596210e+00 1.474387160468299873e+00 2.172999218230716956e+00
4.610202269692376675e-01 -6.418315977702635511e-01 1.738415009186964066e-01
-1.378024815764999911e-01 5.987379201482203595e-01 1.832948160025178241e+00
-1.240280140457250768e+00 1.742024075139200212e+00 -5.614904379142895419e-01
1.369170766051853283e+00 -2.287713523138048544e-01 7.600642184101984444e-01
-4.472664987438371709e-01 2.225134713195814906e-01 3.085249056351952568e+00
5.922127987186218689e-01 -1.732949646431496626e+00 1.238590553740850142e+00
9.996232713254792346e-01 -7.196845646636194915e-02 2.006519935097921259e-01
-6.703529908212713107e-01 1.289918984075111741e+00 -3.610564176232475275e-01
-1.058762782666432534e+00 -3.664389421799448820e-01 -1.497274785350146686e+00
-5.520178071972935419e-01 1.814674180831470141e+00 1.138687607119542422e+00
-2.600725628478534057e-01 6.976063768132857446e-01 3.716923220725504295e-02
-1.275167661245081574e-01 -8.953633904706966851e-01 -8.289953298131381709e-01
-9.389256424608798113e-02 3.210953102262399939e-01 -1.411458139991123295e-01
1.766605539402299252e+00 -3.553158486107444447e-01 -8.694654507795570586e-01
1.628506209576122243e+00 -1.514463513816648454e+00 -2.183860873824625237e+00
1.550713239568775270e+00 7.409863792359044909e-01 -1.417906807707060568e-01
-7.392108777097690375e-02 9.445563934785252691e-01 -3.816267892489783823e-03
1.025492898192796654e+00 -3.991463484666364914e-01 5.212157248544951882e-01
-1.883571502107869611e+00 1.019905479375170509e+00 -1.335061896032232909e+00
1.871140548115659552e+00 1.030672830282243879e+00 2.720495698545511987e-01
1.829043910631784842e+00 -1.295079961818294434e+00 -5.284473067523053763e-02
2.789029553292047825e-01 -5.429904082082149808e-01 1.327431511470668624e-01
-2.240202777255787314e+00 2.316277125414108740e-01 4.049043790850374580e-01
5.781844128315341003e-01 -9.251733717851381433e-01 -2.521575122392880175e+00
-5.425548438083290792e-01 -4.783972635394778128e-01 -9.067410207535256950e-01
-2.346530633589378467e-01 -1.219452359498679694e+00 -5.205106903233659432e-01
-9.689156852607293535e-01 1.011771690880826302e+00 2.928770304998574159e-01
-1.658138445449153009e+00 4.324679643129420575e-02 -1.754083143313603266e+00
3.834240834276449461e-01 3.004898953312669097e-01 8.022303729450834808e-01
