5.781236459086787072e-01 1.341107343456388268e+00 1.933054733055793450e-01 5.645120642663556954e-01 8.291108837526918185e-01
5.029068989347595942e-01 -1.866118412626498690e+00 -4.216056138066723302e-01 -3.551566234662226762e-01 4.845593953542518539e-01
3.114284420709529932e-01 -1.054367317283042782e+00 3.570137197347094116e-01 -1.193252181319117255e+00 4.673529813246283249e-01
-7.323634938215792811e-01 1.283264009906682213e-01 -1.777090359259762442e+00 5.103615915103000278e-01 7.678384937996370063e-02
-5.764505676921420907e-01 2.068279270180004126e+00 -3.638816325031826726e-01 -1.180925152210373863e+00 8.650086902394726884e-01
-2.434328223419550685e-01 -1.767153152181875297e+00 7.688768689775219434e-01 1.447628421486730987e+00 3.748941305441933491e-01
-2.272628412791447339e+00 -2.675013894272719739e+00 -7.779981318034561166e-01 1.597910789340935667e+00 -2.073397552927199072e+00
-7.880812923803508507e-01 -4.726313350293518956e-01 -1.529288992547050419e-01 -1.683624263942709698e+00 -9.746947256468199150e-01
-3.544742121008130908e-01 -5.419126875784593400e-01 -1.619347500153938135e+00 -1.617346913681256604e+00 -1.854350206906131837e-01
4.537610292490890651e-01 -1.239822160723669020e+00 -5.962108130320176169e-01 -8.096592788956946674e-01 -1.383995340073728819e+00
1.065962015709539301e+00 -2.272172410488400462e+00 -7.548533967011746837e-01 2.029235306040472198e-02 1.614795700283462310e-01
-2.351509006209275832e+00 -1.407401130238298270e+00 -2.307694751328151217e-01 9.628679330039240369e-01 -2.261419804526182964e-01
1.033425238155484926e+00 1.520211348062671108e-01 -1.222125850490937415e-01 -1.087511712894812244e-01 -1.196200012980312977e-01
-3.272337142194386289e-02 3.987319994981469717e-01 -1.389381637447324909e-02 4.148268778353217390e-01 -7.328889680509081961e-01
5.922318308490476246e-01 -2.541330124539264101e+00 1.949545689166790607e+00 -3.960404800978405832e-02 9.585228926321753828e-01
7.935939470964360476e-01 1.197898063749139042e-01 1.361905848187649148e+00 1.116987147598109242e+00 1.105199056267001545e+00
