2.118803057771239118e+00 -7.113626755919859601e-01 3.230370663482018956e-01
-2.272976537980091749e-01 -9.720165975143098269e-02 6.587152230319716084e-01
-6.675942021666817494e-01 -7.628579434801247006e-01 -3.948195955659749012e-01
-1.615215901176139668e-01 -4.325391215900347142e-01 -8.780408498440879228e-01
-1.568957312808814605e-02 3.866543509716714455e-01 -2.726462775095754854e-01
4.628852772077531319e-01 1.859366533604124294e+00 9.362332982015804106e-01
9.445215665506501157e-01 -1.554962293486673142e+00 -3.246307652586840620e-01
7.950425229138011751e-01 -9.505544092252794508e-01 4.311042698626201680e-02
2.602067244240741650e-01 2.987652056321748670e-02 -6.345588265406457706e-01
-7.962063713556983835e-01 1.202719962375702112e+00 -1.486514910039336446e+00
-4.908870791320938953e-01 6.432419555692599211e-02 1.155593339192636737e+00
2.743012908863748378e-01 -3.017553572959055797e-01 2.523377505112295971e+00
4.582778381104657406e-01 1.605486291470420657e+00 -9.246497581658446041e-01
-1.904700628092033665e-01 1.110663532226217748e-01 -3.378229810292994184e-01
1.771626267973152036e+00 9.756591805735096434e-01 4.819248961142457155e-01
-6.775568960555469200e-01 1.477622416736179778e+00 2.987154927612740152e-01
7.180188283523920578e-01 8.826331817847243855e-02 2.305778694287816399e-01
-2.938254856763114486e-01 -1.716269731439496460e-01 -2.500282733391893109e-01
-1.248283493951832357e+00 4.233196258351820673e-01 -9.761545150213606359e-01
2.987068987831865141e-01 -2.673694652653825221e-01 -1.852739783335421109e+00
-5.563635924670957793e-03 2.437066828217153078e-02 7.684237808763684230e-01
-1.199524157600222463e+00 2.563064701395714740e-01 1.142868728452091753e+00
-5.287275522649690362e-01 -7.793068020856652733e-01 -1.376598976703026000e+00
-6.490092299935212861e-01 7.102265382034496088e-01 2.853330034101012047e-01
-1.988184486287955410e+00 4.862229126766894893e-01 2.627486278292626931e+00
7.855775052737707931e-01 1.074546504823112647e+00 1.204013532799259739e-01
-7.079001617034844651e-01 -1.342257365929839130e+00 -6.118047492894365114e-01
-1.350722098982009900e+00 -2.793758457592673827e-01 -7.105254741352994008e-02
-1.295092469537800550e+00 -1.094384581204515428e+00 1.347935468963348038e+00
2.004534865456784332e-01 -2.376310963414152155e+00 -2.987320108427412801e+00
2.243712630749019166e+00 2.986711011852052344e-01 9.917026666261810619e-02
-6.264395125432359324e-01 -4.841523953664742530e-01 5.971917245514836159e-01
-1.080152196414206234e+00 -1.749042039514885571e+00 -9.852790153698399722e-01
-3.192398296989077955e-01 4.813001492329083142e-02 -1.619278830562721927e+00
-9.232417318543609808e-01 1.970862257288193309e+00 -2.630071374867928302e-01
-1.395517759144019321e+00 1.130015490142269652e+00 7.367834735189772444e-02
